gene_symbol	route	accessibility_status	source
LOC284023	unknown	UNKNOWN	local_default
LOC284241	unknown	UNKNOWN	local_default
LOC284379	unknown	UNKNOWN	local_default
LOC284581	unknown	UNKNOWN	local_default
LOC284788	unknown	UNKNOWN	local_default
LOC284912	unknown	UNKNOWN	local_default
LOC285097	unknown	UNKNOWN	local_default
LOC285696	unknown	UNKNOWN	local_default
LOC286359	unknown	UNKNOWN	local_default
LOC338797	unknown	UNKNOWN	local_default
LOC339059	unknown	UNKNOWN	local_default
LOC339803	unknown	UNKNOWN	local_default
LOC375196	unknown	UNKNOWN	local_default
LOC387720	unknown	UNKNOWN	local_default
LOC388022	unknown	UNKNOWN	local_default
LOC388282	unknown	UNKNOWN	local_default
LOC388882	unknown	UNKNOWN	local_default
LOC389199	unknown	UNKNOWN	local_default
LOC389834	unknown	UNKNOWN	local_default
LOC389895	unknown	UNKNOWN	local_default
LOC392364	unknown	UNKNOWN	local_default
LOC399851	unknown	UNKNOWN	local_default
LOC399886	unknown	UNKNOWN	local_default
LOC399898	unknown	UNKNOWN	local_default
LOC399900	unknown	UNKNOWN	local_default
LOC400002	unknown	UNKNOWN	local_default
LOC400446	unknown	UNKNOWN	local_default
LOC400464	unknown	UNKNOWN	local_default
LOC400499	unknown	UNKNOWN	local_default
LOC400576	unknown	UNKNOWN	local_default
LOC400590	unknown	UNKNOWN	local_default
LOC400661	unknown	UNKNOWN	local_default
LOC400692	unknown	UNKNOWN	local_default
LOC400707	unknown	UNKNOWN	local_default
LOC400867	unknown	UNKNOWN	local_default
LOC400870	unknown	UNKNOWN	local_default
LOC400943	unknown	UNKNOWN	local_default
LOC400965	unknown	UNKNOWN	local_default
LOC400968	unknown	UNKNOWN	local_default
LOC400997	unknown	UNKNOWN	local_default
LOC401040	unknown	UNKNOWN	local_default
LOC401052	unknown	UNKNOWN	local_default
LOC401123	unknown	UNKNOWN	local_default
LOC401127	unknown	UNKNOWN	local_default
LOC401191	unknown	UNKNOWN	local_default
LOC401281	unknown	UNKNOWN	local_default
LOC401286	unknown	UNKNOWN	local_default
LOC401296	unknown	UNKNOWN	local_default
LOC401320	unknown	UNKNOWN	local_default
LOC401357	unknown	UNKNOWN	local_default
LOC401410	unknown	UNKNOWN	local_default
LOC401433	unknown	UNKNOWN	local_default
LOC401472	unknown	UNKNOWN	local_default
LOC401554	unknown	UNKNOWN	local_default
LOC401557	unknown	UNKNOWN	local_default
LOC403312	unknown	UNKNOWN	local_default
LOC407835	unknown	UNKNOWN	local_default
LOC439938	unknown	UNKNOWN	local_default
LOC439951	unknown	UNKNOWN	local_default
LOC440173	unknown	UNKNOWN	local_default
LOC440300	unknown	UNKNOWN	local_default
LOC440313	unknown	UNKNOWN	local_default
LOC440446	unknown	UNKNOWN	local_default
LOC440461	unknown	UNKNOWN	local_default
LOC440570	unknown	UNKNOWN	local_default
LOC440700	unknown	UNKNOWN	local_default
LOC440742	unknown	UNKNOWN	local_default
LOC440792	unknown	UNKNOWN	local_default
LOC440867	unknown	UNKNOWN	local_default
LOC440896	unknown	UNKNOWN	local_default
LOC440934	unknown	UNKNOWN	local_default
LOC441081	unknown	UNKNOWN	local_default
LOC441178	unknown	UNKNOWN	local_default
LOC441179	unknown	UNKNOWN	local_default
LOC441204	unknown	UNKNOWN	local_default
LOC441233	unknown	UNKNOWN	local_default
LOC441239	unknown	UNKNOWN	local_default
LOC441242	unknown	UNKNOWN	local_default
LOC441268	unknown	UNKNOWN	local_default
LOC441601	unknown	UNKNOWN	local_default
LOC441666	unknown	UNKNOWN	local_default
LOC442028	unknown	UNKNOWN	local_default
LOC442132	unknown	UNKNOWN	local_default
LOC494127	unknown	UNKNOWN	local_default
LOC494141	unknown	UNKNOWN	local_default
LOC51145	unknown	UNKNOWN	local_default
LOC541467	unknown	UNKNOWN	local_default
LOC541472	unknown	UNKNOWN	local_default
LOC55338	unknown	UNKNOWN	local_default
LOC554174	unknown	UNKNOWN	local_default
LOC554206	unknown	UNKNOWN	local_default
LOC554207	unknown	UNKNOWN	local_default
LOC554223	unknown	UNKNOWN	local_default
LOC57399	unknown	UNKNOWN	local_default
LOC613206	unknown	UNKNOWN	local_default
LOC613266	unknown	UNKNOWN	local_default
LOC641367	unknown	UNKNOWN	local_default
LOC642316	unknown	UNKNOWN	local_default
LOC642484	unknown	UNKNOWN	local_default
LOC642648	unknown	UNKNOWN	local_default
LOC642696	unknown	UNKNOWN	local_default
LOC642947	unknown	UNKNOWN	local_default
LOC642980	unknown	UNKNOWN	local_default
LOC643406	unknown	UNKNOWN	local_default
LOC643549	unknown	UNKNOWN	local_default
LOC643659	unknown	UNKNOWN	local_default
LOC643923	unknown	UNKNOWN	local_default
LOC644083	unknown	UNKNOWN	local_default
LOC644936	unknown	UNKNOWN	local_default
LOC645010	unknown	UNKNOWN	local_default
LOC645188	unknown	UNKNOWN	local_default
LOC645261	unknown	UNKNOWN	local_default
LOC645769	unknown	UNKNOWN	local_default
LOC646214	unknown	UNKNOWN	local_default
LOC646383	unknown	UNKNOWN	local_default
LOC646471	unknown	UNKNOWN	local_default
LOC646513	unknown	UNKNOWN	local_default
LOC646813	unknown	UNKNOWN	local_default
LOC646903	unknown	UNKNOWN	local_default
LOC646976	unknown	UNKNOWN	local_default
LOC647115	unknown	UNKNOWN	local_default
LOC647983	unknown	UNKNOWN	local_default
LOC648987	unknown	UNKNOWN	local_default
LOC650293	unknown	UNKNOWN	local_default
LOC652276	unknown	UNKNOWN	local_default
LOC654780	unknown	UNKNOWN	local_default
LOC692247	unknown	UNKNOWN	local_default
LOC728024	unknown	UNKNOWN	local_default
LOC728175	unknown	UNKNOWN	local_default
LOC728283	unknown	UNKNOWN	local_default
LOC729040	unknown	UNKNOWN	local_default
LOC729173	unknown	UNKNOWN	local_default
LOC729603	unknown	UNKNOWN	local_default
LOC729866	unknown	UNKNOWN	local_default
LOC731157	unknown	UNKNOWN	local_default
LOC79160	unknown	UNKNOWN	local_default
LOC79999	unknown	UNKNOWN	local_default
LOC81691	unknown	UNKNOWN	local_default
LOC84214	unknown	UNKNOWN	local_default
LOC84843	unknown	UNKNOWN	local_default
LOC90768	unknown	UNKNOWN	local_default
LOC93463	unknown	UNKNOWN	local_default
LOC93622	unknown	UNKNOWN	local_default
LONP1	unknown	UNKNOWN	local_default
LONP2	unknown	UNKNOWN	local_default
LONRF1	unknown	UNKNOWN	local_default
LONRF2	unknown	UNKNOWN	local_default
LONRF3	unknown	UNKNOWN	local_default
LOR	unknown	UNKNOWN	local_default
LOX	unknown	UNKNOWN	local_default
LOXHD1	unknown	UNKNOWN	local_default
LOXL1	unknown	UNKNOWN	local_default
LOXL1-AS1	unknown	UNKNOWN	local_default
LOXL2	unknown	UNKNOWN	local_default
LOXL2-AS1	unknown	UNKNOWN	local_default
LOXL3	unknown	UNKNOWN	local_default
LOXL4	unknown	UNKNOWN	local_default
LPA	unknown	UNKNOWN	local_default
LPAL2	unknown	UNKNOWN	local_default
LPAR1	unknown	UNKNOWN	local_default
LPAR2	unknown	UNKNOWN	local_default
LPAR3	unknown	UNKNOWN	local_default
LPAR4	unknown	UNKNOWN	local_default
LPAR5	unknown	UNKNOWN	local_default
LPAR6	unknown	UNKNOWN	local_default
LPCAT1	unknown	UNKNOWN	local_default
LPCAT2	unknown	UNKNOWN	local_default
LPCAT3	unknown	UNKNOWN	local_default
LPCAT4	unknown	UNKNOWN	local_default
LPEQ6126	unknown	UNKNOWN	local_default
LPGAT1	unknown	UNKNOWN	local_default
LPIN1	unknown	UNKNOWN	local_default
LPIN2	unknown	UNKNOWN	local_default
LPIN3	unknown	UNKNOWN	local_default
LPL	unknown	UNKNOWN	local_default
LPO	unknown	UNKNOWN	local_default
LPP	unknown	UNKNOWN	local_default
LPP-AS2	unknown	UNKNOWN	local_default
LPXN	unknown	UNKNOWN	local_default
LRAT	unknown	UNKNOWN	local_default
LRATD2	unknown	UNKNOWN	local_default
LRBA	unknown	UNKNOWN	local_default
LRCH1	unknown	UNKNOWN	local_default
LRCH2	unknown	UNKNOWN	local_default
LRCH3	unknown	UNKNOWN	local_default
LRCH4	unknown	UNKNOWN	local_default
LRCOL1	unknown	UNKNOWN	local_default
LRFN1	unknown	UNKNOWN	local_default
LRFN2	unknown	UNKNOWN	local_default
LRFN3	unknown	UNKNOWN	local_default
LRFN4	unknown	UNKNOWN	local_default
LRFN5	unknown	UNKNOWN	local_default
LRG1	unknown	UNKNOWN	local_default
LRGUK	unknown	UNKNOWN	local_default
LRIF1	unknown	UNKNOWN	local_default
LRIG1	unknown	UNKNOWN	local_default
LRIG2	unknown	UNKNOWN	local_default
LRIG3	unknown	UNKNOWN	local_default
LRIG3-DT	unknown	UNKNOWN	local_default
LRIT1	unknown	UNKNOWN	local_default
LRIT2	unknown	UNKNOWN	local_default
LRIT3	unknown	UNKNOWN	local_default
LRMDA	unknown	UNKNOWN	local_default
LRMP	unknown	UNKNOWN	local_default
LRP1	unknown	UNKNOWN	local_default
LRP10	unknown	UNKNOWN	local_default
LRP11	unknown	UNKNOWN	local_default
LRP11-AS1	unknown	UNKNOWN	local_default
LRP12	unknown	UNKNOWN	local_default
LRP1B	unknown	UNKNOWN	local_default
LRP2	unknown	UNKNOWN	local_default
LRP2BP	unknown	UNKNOWN	local_default
LRP3	unknown	UNKNOWN	local_default
LRP4	unknown	UNKNOWN	local_default
LRP5	unknown	UNKNOWN	local_default
LRP5L	unknown	UNKNOWN	local_default
LRP6	unknown	UNKNOWN	local_default
LRP8	unknown	UNKNOWN	local_default
LRPAP1	unknown	UNKNOWN	local_default
LRPPRC	unknown	UNKNOWN	local_default
LRR1	unknown	UNKNOWN	local_default
LRRC1	unknown	UNKNOWN	local_default
LRRC10	unknown	UNKNOWN	local_default
LRRC14	unknown	UNKNOWN	local_default
LRRC14B	unknown	UNKNOWN	local_default
LRRC15	unknown	UNKNOWN	local_default
LRRC17	unknown	UNKNOWN	local_default
LRRC18	unknown	UNKNOWN	local_default
LRRC19	unknown	UNKNOWN	local_default
LRRC2	unknown	UNKNOWN	local_default
LRRC2-AS1	unknown	UNKNOWN	local_default
LRRC20	unknown	UNKNOWN	local_default
LRRC23	unknown	UNKNOWN	local_default
LRRC24	unknown	UNKNOWN	local_default
LRRC25	unknown	UNKNOWN	local_default
LRRC26	unknown	UNKNOWN	local_default
LRRC27	unknown	UNKNOWN	local_default
LRRC28	unknown	UNKNOWN	local_default
LRRC29	unknown	UNKNOWN	local_default
LRRC3	unknown	UNKNOWN	local_default
LRRC31	unknown	UNKNOWN	local_default
LRRC32	unknown	UNKNOWN	local_default
LRRC32-AS1	unknown	UNKNOWN	local_default
LRRC34	unknown	UNKNOWN	local_default
LRRC36	unknown	UNKNOWN	local_default
LRRC37A	unknown	UNKNOWN	local_default
LRRC37A11P	unknown	UNKNOWN	local_default
LRRC37A14P	unknown	UNKNOWN	local_default
LRRC37A15P	unknown	UNKNOWN	local_default
LRRC37A17P	unknown	UNKNOWN	local_default
LRRC37A2	unknown	UNKNOWN	local_default
LRRC37A3	unknown	UNKNOWN	local_default
LRRC37A5P	unknown	UNKNOWN	local_default
LRRC37A6P	unknown	UNKNOWN	local_default
LRRC37B	unknown	UNKNOWN	local_default
LRRC38	unknown	UNKNOWN	local_default
LRRC39	unknown	UNKNOWN	local_default
LRRC3B	unknown	UNKNOWN	local_default
LRRC3DN	unknown	UNKNOWN	local_default
LRRC4	unknown	UNKNOWN	local_default
LRRC40	unknown	UNKNOWN	local_default
LRRC41	unknown	UNKNOWN	local_default
LRRC42	unknown	UNKNOWN	local_default
LRRC43	unknown	UNKNOWN	local_default
LRRC45	unknown	UNKNOWN	local_default
LRRC46	unknown	UNKNOWN	local_default
LRRC47	unknown	UNKNOWN	local_default
LRRC49	unknown	UNKNOWN	local_default
LRRC4B	unknown	UNKNOWN	local_default
LRRC4C	unknown	UNKNOWN	local_default
LRRC51	unknown	UNKNOWN	local_default
LRRC52	unknown	UNKNOWN	local_default
LRRC55	unknown	UNKNOWN	local_default
LRRC56	unknown	UNKNOWN	local_default
LRRC57	unknown	UNKNOWN	local_default
LRRC58	unknown	UNKNOWN	local_default
LRRC59	unknown	UNKNOWN	local_default
LRRC6	unknown	UNKNOWN	local_default
LRRC61	unknown	UNKNOWN	local_default
LRRC63	unknown	UNKNOWN	local_default
LRRC66	unknown	UNKNOWN	local_default
LRRC69	unknown	UNKNOWN	local_default
LRRC7	unknown	UNKNOWN	local_default
LRRC70	unknown	UNKNOWN	local_default
LRRC71	unknown	UNKNOWN	local_default
LRRC73	unknown	UNKNOWN	local_default
LRRC74A	unknown	UNKNOWN	local_default
LRRC74B	unknown	UNKNOWN	local_default
LRRC75A	unknown	UNKNOWN	local_default
LRRC75A-AS1	unknown	UNKNOWN	local_default
LRRC75B	unknown	UNKNOWN	local_default
LRRC8A	unknown	UNKNOWN	local_default
LRRC8B	unknown	UNKNOWN	local_default
LRRC8C	unknown	UNKNOWN	local_default
LRRC8C-DT	unknown	UNKNOWN	local_default
LRRC8D	unknown	UNKNOWN	local_default
LRRC8E	unknown	UNKNOWN	local_default
LRRC9	unknown	UNKNOWN	local_default
LRRCC1	unknown	UNKNOWN	local_default
LRRD1	unknown	UNKNOWN	local_default
LRRFIP1	unknown	UNKNOWN	local_default
LRRFIP2	unknown	UNKNOWN	local_default
LRRIQ1	unknown	UNKNOWN	local_default
LRRIQ3	unknown	UNKNOWN	local_default
LRRIQ4	unknown	UNKNOWN	local_default
LRRK1	unknown	UNKNOWN	local_default
LRRK2	unknown	UNKNOWN	local_default
LRRN1	unknown	UNKNOWN	local_default
LRRN2	unknown	UNKNOWN	local_default
LRRN3	unknown	UNKNOWN	local_default
LRRN4	unknown	UNKNOWN	local_default
LRRN4CL	unknown	UNKNOWN	local_default
LRRTM1	unknown	UNKNOWN	local_default
LRRTM2	unknown	UNKNOWN	local_default
LRRTM3	unknown	UNKNOWN	local_default
LRRTM4	unknown	UNKNOWN	local_default
LRSAM1	unknown	UNKNOWN	local_default
LRTM1	unknown	UNKNOWN	local_default
LRTM2	unknown	UNKNOWN	local_default
LRTM3	unknown	UNKNOWN	local_default
LRTOMT	unknown	UNKNOWN	local_default
LRWD1	unknown	UNKNOWN	local_default
LSAMP	unknown	UNKNOWN	local_default
LSG1	unknown	UNKNOWN	local_default
LSM1	unknown	UNKNOWN	local_default
LSM10	unknown	UNKNOWN	local_default
LSM11	unknown	UNKNOWN	local_default
LSM12	unknown	UNKNOWN	local_default
LSM14A	unknown	UNKNOWN	local_default
LSM14B	unknown	UNKNOWN	local_default
LSM2	unknown	UNKNOWN	local_default
LSM3	unknown	UNKNOWN	local_default
LSM4	unknown	UNKNOWN	local_default
LSM5	unknown	UNKNOWN	local_default
LSM6	unknown	UNKNOWN	local_default
LSM7	unknown	UNKNOWN	local_default
LSM8	unknown	UNKNOWN	local_default
LSMEM1	unknown	UNKNOWN	local_default
LSMEM2	unknown	UNKNOWN	local_default
LSP1	unknown	UNKNOWN	local_default
LSP1P4	unknown	UNKNOWN	local_default
LSP1P5	unknown	UNKNOWN	local_default
LSR	unknown	UNKNOWN	local_default
LSS	unknown	UNKNOWN	local_default
LST1	unknown	UNKNOWN	local_default
LTA	unknown	UNKNOWN	local_default
LTA4H	unknown	UNKNOWN	local_default
LTAP1	unknown	UNKNOWN	local_default
LTB	unknown	UNKNOWN	local_default
LTB4R	unknown	UNKNOWN	local_default
LTB4R2	unknown	UNKNOWN	local_default
LTBP1	unknown	UNKNOWN	local_default
LTBP2	unknown	UNKNOWN	local_default
LTBP3	unknown	UNKNOWN	local_default
LTBP4	unknown	UNKNOWN	local_default
LTBR	unknown	UNKNOWN	local_default
LTC4S	unknown	UNKNOWN	local_default
LTF	unknown	UNKNOWN	local_default
LTK	unknown	UNKNOWN	local_default
LTN1	unknown	UNKNOWN	local_default
LTO1	unknown	UNKNOWN	local_default
LTV1	unknown	UNKNOWN	local_default
LUC7L	unknown	UNKNOWN	local_default
LUC7L2	unknown	UNKNOWN	local_default
LUC7L3	unknown	UNKNOWN	local_default
LUCAT1	unknown	UNKNOWN	local_default
LUM	unknown	UNKNOWN	local_default
LURAP1	unknown	UNKNOWN	local_default
LURAP1L	unknown	UNKNOWN	local_default
LURAP1L-AS1	unknown	UNKNOWN	local_default
LUZP1	unknown	UNKNOWN	local_default
LUZP2	unknown	UNKNOWN	local_default
LUZP4	unknown	UNKNOWN	local_default
LVRN	unknown	UNKNOWN	local_default
LXN	unknown	UNKNOWN	local_default
LY6D	unknown	UNKNOWN	local_default
LY6E	unknown	UNKNOWN	local_default
LY6G5B	unknown	UNKNOWN	local_default
LY6G5C	unknown	UNKNOWN	local_default
LY6G6C	unknown	UNKNOWN	local_default
LY6G6D	unknown	UNKNOWN	local_default
LY6G6E	unknown	UNKNOWN	local_default
LY6G6F	unknown	UNKNOWN	local_default
LY6H	unknown	UNKNOWN	local_default
LY6K	unknown	UNKNOWN	local_default
LY75	unknown	UNKNOWN	local_default
LY86	unknown	UNKNOWN	local_default
LY86-AS1	unknown	UNKNOWN	local_default
LY9	unknown	UNKNOWN	local_default
LY96	unknown	UNKNOWN	local_default
LYAR	unknown	UNKNOWN	local_default
LYG1	unknown	UNKNOWN	local_default
LYG2	unknown	UNKNOWN	local_default
LYL1	unknown	UNKNOWN	local_default
LYN	unknown	UNKNOWN	local_default
LYNX1	unknown	UNKNOWN	local_default
LYPD1	unknown	UNKNOWN	local_default
LYPD2	unknown	UNKNOWN	local_default
LYPD3	unknown	UNKNOWN	local_default
LYPD4	unknown	UNKNOWN	local_default
LYPD5	unknown	UNKNOWN	local_default
LYPD6	unknown	UNKNOWN	local_default
LYPD6B	unknown	UNKNOWN	local_default
LYPLA1	unknown	UNKNOWN	local_default
LYPLA2	unknown	UNKNOWN	local_default
LYPLAL1	unknown	UNKNOWN	local_default
LYPLAL1-DT	unknown	UNKNOWN	local_default
LYRM1	unknown	UNKNOWN	local_default
LYRM2	unknown	UNKNOWN	local_default
LYRM4	unknown	UNKNOWN	local_default
LYRM4-AS1	unknown	UNKNOWN	local_default
LYRM5	unknown	UNKNOWN	local_default
LYRM7	unknown	UNKNOWN	local_default
LYRM9	unknown	UNKNOWN	local_default
LYSET	unknown	UNKNOWN	local_default
LYSMD1	unknown	UNKNOWN	local_default
LYSMD2	unknown	UNKNOWN	local_default
LYSMD3	unknown	UNKNOWN	local_default
LYSMD4	unknown	UNKNOWN	local_default
LYST	unknown	UNKNOWN	local_default
LYVE1	unknown	UNKNOWN	local_default
LYZ	unknown	UNKNOWN	local_default
LYZL1	unknown	UNKNOWN	local_default
LYZL2	unknown	UNKNOWN	local_default
LYZL4	unknown	UNKNOWN	local_default
LYZL6	unknown	UNKNOWN	local_default
LZIC	unknown	UNKNOWN	local_default
LZTFL1	unknown	UNKNOWN	local_default
LZTR1	unknown	UNKNOWN	local_default
LZTS1	unknown	UNKNOWN	local_default
LZTS1-AS1	unknown	UNKNOWN	local_default
LZTS2	unknown	UNKNOWN	local_default
LZTS3	unknown	UNKNOWN	local_default
M1AP	unknown	UNKNOWN	local_default
M6PR	unknown	UNKNOWN	local_default
MAATS1	unknown	UNKNOWN	local_default
MAB21L1	unknown	UNKNOWN	local_default
MAB21L2	unknown	UNKNOWN	local_default
MAB21L3	unknown	UNKNOWN	local_default
MACC1	unknown	UNKNOWN	local_default
MACF1	unknown	UNKNOWN	local_default
MACIR	unknown	UNKNOWN	local_default
MACO1	unknown	UNKNOWN	local_default
MACROD1	unknown	UNKNOWN	local_default
MACROD2	unknown	UNKNOWN	local_default
MACROD2-IT1	unknown	UNKNOWN	local_default
MACROH2A1	unknown	UNKNOWN	local_default
MAD1L1	unknown	UNKNOWN	local_default
MAD2L1	unknown	UNKNOWN	local_default
MAD2L1BP	unknown	UNKNOWN	local_default
MAD2L2	unknown	UNKNOWN	local_default
MADCAM1	unknown	UNKNOWN	local_default
MADD	unknown	UNKNOWN	local_default
MAEA	unknown	UNKNOWN	local_default
MAEL	unknown	UNKNOWN	local_default
MAF	unknown	UNKNOWN	local_default
MAF1	unknown	UNKNOWN	local_default
MAFA	unknown	UNKNOWN	local_default
MAFB	unknown	UNKNOWN	local_default
MAFF	unknown	UNKNOWN	local_default
MAFG	unknown	UNKNOWN	local_default
MAFG-AS1	unknown	UNKNOWN	local_default
MAFK	unknown	UNKNOWN	local_default
MAG	unknown	UNKNOWN	local_default
MAGEA1	unknown	UNKNOWN	local_default
MAGEA10	unknown	UNKNOWN	local_default
MAGEA11	unknown	UNKNOWN	local_default
MAGEA4	unknown	UNKNOWN	local_default
MAGEA8	unknown	UNKNOWN	local_default
MAGEB10	unknown	UNKNOWN	local_default
MAGEB16	unknown	UNKNOWN	local_default
MAGEB17	unknown	UNKNOWN	local_default
MAGEB18	unknown	UNKNOWN	local_default
MAGEB2	unknown	UNKNOWN	local_default
MAGEB3	unknown	UNKNOWN	local_default
MAGEB5	unknown	UNKNOWN	local_default
MAGEB6	unknown	UNKNOWN	local_default
MAGEC1	unknown	UNKNOWN	local_default
MAGEC2	unknown	UNKNOWN	local_default
MAGEC3	unknown	UNKNOWN	local_default
MAGED1	unknown	UNKNOWN	local_default
MAGED2	unknown	UNKNOWN	local_default
MAGED4	unknown	UNKNOWN	local_default
MAGED4B	unknown	UNKNOWN	local_default
MAGEE1	unknown	UNKNOWN	local_default
MAGEE2	unknown	UNKNOWN	local_default
MAGEF1	unknown	UNKNOWN	local_default
MAGEH1	unknown	UNKNOWN	local_default
MAGEL2	unknown	UNKNOWN	local_default
MAGI1	unknown	UNKNOWN	local_default
MAGI1-IT1	unknown	UNKNOWN	local_default
MAGI2	unknown	UNKNOWN	local_default
MAGI2-AS3	unknown	UNKNOWN	local_default
MAGI3	unknown	UNKNOWN	local_default
MAGIX	unknown	UNKNOWN	local_default
MAGOH	unknown	UNKNOWN	local_default
MAGOHB	unknown	UNKNOWN	local_default
MAGT1	unknown	UNKNOWN	local_default
MAHAC	unknown	UNKNOWN	local_default
MAIP1	unknown	UNKNOWN	local_default
MAJIN	unknown	UNKNOWN	local_default
MAK	unknown	UNKNOWN	local_default
MAK16	unknown	UNKNOWN	local_default
MAL	unknown	UNKNOWN	local_default
MAL2	unknown	UNKNOWN	local_default
MALAT1	unknown	UNKNOWN	local_default
MALL	unknown	UNKNOWN	local_default
MALSU1	unknown	UNKNOWN	local_default
MALT1	unknown	UNKNOWN	local_default
MAMDC2	unknown	UNKNOWN	local_default
MAMDC2-AS1	unknown	UNKNOWN	local_default
MAMDC4	unknown	UNKNOWN	local_default
MAML1	unknown	UNKNOWN	local_default
MAML2	unknown	UNKNOWN	local_default
MAML3	unknown	UNKNOWN	local_default
MAMLD1	unknown	UNKNOWN	local_default
MAMSTR	unknown	UNKNOWN	local_default
MAN1A1	unknown	UNKNOWN	local_default
MAN1A2	unknown	UNKNOWN	local_default
MAN1B1	unknown	UNKNOWN	local_default
MAN1B1-DT	unknown	UNKNOWN	local_default
MAN1C1	unknown	UNKNOWN	local_default
MAN2A1	unknown	UNKNOWN	local_default
MAN2A2	unknown	UNKNOWN	local_default
MAN2B1	unknown	UNKNOWN	local_default
MAN2B2	unknown	UNKNOWN	local_default
MAN2C1	unknown	UNKNOWN	local_default
MANBA	unknown	UNKNOWN	local_default
MANBAL	unknown	UNKNOWN	local_default
MANCR	unknown	UNKNOWN	local_default
MANEA	unknown	UNKNOWN	local_default
MANEA-DT	unknown	UNKNOWN	local_default
MANEAL	unknown	UNKNOWN	local_default
MANEALP1	unknown	UNKNOWN	local_default
MANF	unknown	UNKNOWN	local_default
MANSC1	unknown	UNKNOWN	local_default
MANSC4	unknown	UNKNOWN	local_default
MAOA	unknown	UNKNOWN	local_default
MAOB	unknown	UNKNOWN	local_default
MAP10	unknown	UNKNOWN	local_default
MAP1A	unknown	UNKNOWN	local_default
MAP1B	unknown	UNKNOWN	local_default
MAP1LC3A	unknown	UNKNOWN	local_default
MAP1LC3B	unknown	UNKNOWN	local_default
MAP1LC3B2	unknown	UNKNOWN	local_default
MAP1LC3C	unknown	UNKNOWN	local_default
MAP1S	unknown	UNKNOWN	local_default
MAP2	unknown	UNKNOWN	local_default
MAP2K1	unknown	UNKNOWN	local_default
MAP2K2	unknown	UNKNOWN	local_default
MAP2K3	unknown	UNKNOWN	local_default
MAP2K4	unknown	UNKNOWN	local_default
MAP2K5	unknown	UNKNOWN	local_default
MAP2K5-DT	unknown	UNKNOWN	local_default
MAP2K6	unknown	UNKNOWN	local_default
MAP2K7	unknown	UNKNOWN	local_default
MAP3K1	unknown	UNKNOWN	local_default
MAP3K10	unknown	UNKNOWN	local_default
MAP3K11	unknown	UNKNOWN	local_default
MAP3K12	unknown	UNKNOWN	local_default
MAP3K13	unknown	UNKNOWN	local_default
MAP3K14	unknown	UNKNOWN	local_default
MAP3K14-AS1	unknown	UNKNOWN	local_default
MAP3K15	unknown	UNKNOWN	local_default
MAP3K19	unknown	UNKNOWN	local_default
MAP3K2	unknown	UNKNOWN	local_default
MAP3K2-DT	unknown	UNKNOWN	local_default
MAP3K20	unknown	UNKNOWN	local_default
MAP3K20-AS1	unknown	UNKNOWN	local_default
MAP3K21	unknown	UNKNOWN	local_default
MAP3K3	unknown	UNKNOWN	local_default
MAP3K4	unknown	UNKNOWN	local_default
MAP3K4-AS1	unknown	UNKNOWN	local_default
MAP3K5	unknown	UNKNOWN	local_default
MAP3K6	unknown	UNKNOWN	local_default
MAP3K7	unknown	UNKNOWN	local_default
MAP3K7CL	unknown	UNKNOWN	local_default
MAP3K8	unknown	UNKNOWN	local_default
MAP3K9	unknown	UNKNOWN	local_default
MAP4	unknown	UNKNOWN	local_default
MAP4K1	unknown	UNKNOWN	local_default
MAP4K2	unknown	UNKNOWN	local_default
MAP4K3	unknown	UNKNOWN	local_default
MAP4K3-DT	unknown	UNKNOWN	local_default
MAP4K4	unknown	UNKNOWN	local_default
MAP4K5	unknown	UNKNOWN	local_default
MAP6	unknown	UNKNOWN	local_default
MAP6D1	unknown	UNKNOWN	local_default
MAP7	unknown	UNKNOWN	local_default
MAP7D1	unknown	UNKNOWN	local_default
MAP7D2	unknown	UNKNOWN	local_default
MAP7D3	unknown	UNKNOWN	local_default
MAP9	unknown	UNKNOWN	local_default
MAPDA	unknown	UNKNOWN	local_default
MAPK1	unknown	UNKNOWN	local_default
MAPK10	unknown	UNKNOWN	local_default
MAPK11	unknown	UNKNOWN	local_default
MAPK12	unknown	UNKNOWN	local_default
MAPK13	unknown	UNKNOWN	local_default
MAPK14	unknown	UNKNOWN	local_default
MAPK15	unknown	UNKNOWN	local_default
MAPK1IP1L	unknown	UNKNOWN	local_default
MAPK3	unknown	UNKNOWN	local_default
MAPK4	unknown	UNKNOWN	local_default
MAPK6	unknown	UNKNOWN	local_default
MAPK7	unknown	UNKNOWN	local_default
MAPK8	unknown	UNKNOWN	local_default
MAPK8IP1	unknown	UNKNOWN	local_default
MAPK8IP2	unknown	UNKNOWN	local_default
MAPK8IP3	unknown	UNKNOWN	local_default
MAPK9	unknown	UNKNOWN	local_default
MAPKAP1	unknown	UNKNOWN	local_default
MAPKAPK2	unknown	UNKNOWN	local_default
MAPKAPK3	unknown	UNKNOWN	local_default
MAPKAPK5	unknown	UNKNOWN	local_default
MAPKAPK5-AS1	unknown	UNKNOWN	local_default
MAPKBP1	unknown	UNKNOWN	local_default
MAPRE1	unknown	UNKNOWN	local_default
MAPRE2	unknown	UNKNOWN	local_default
MAPRE3	unknown	UNKNOWN	local_default
MAPT	unknown	UNKNOWN	local_default
MAPT-AS1	unknown	UNKNOWN	local_default
MARC1	unknown	UNKNOWN	local_default
MARCH1	unknown	UNKNOWN	local_default
MARCH10	unknown	UNKNOWN	local_default
MARCH11	unknown	UNKNOWN	local_default
